,Loyalty#,First Name,Last Name,Customer Name,Country,Province or State,City,Latitude,Longitude,Postal code,Gender,Education,Location Code,Income,Marital Status,LoyaltyStatus,EnrollmentDateOpening,CancellationDate,Customer Lifetime Value,EnrollmentType,Cancelled,Time on Program,EnrollmentDay
15810,417929,Lesa,Grobes,Lesa Grobes,Canada,British Columbia,Victoria,48.428421,-123.36565,V10 6T5,Male,Bachelor,Urban,37518.0,Married,Star,2018-07-15,,10529.85,Standard,N,1264 days,Sunday
15812,726701,Jennine,Deardon,Jennine Deardon,Canada,Ontario,Toronto,43.653225,-79.383186,M2M 7K8,Female,Bachelor,Rural,92983.0,Married,Star,2015-05-22,,10536.08,Standard,N,2414 days,Friday
15813,426027,Irena,Galathe,Irena Galathe,Canada,Ontario,Toronto,43.653225,-79.383186,P2T 6G3,Female,College,Suburban,0.0,Single,Star,2019-04-15,,10575.95,Standard,N,990 days,Monday
15814,965116,Leon,Haswell,Leon Haswell,Canada,Quebec,Quebec City,46.813877,-71.207977,G1B 3L5,Male,Bachelor,Rural,42513.0,Married,Star,2016-12-18,,10581.28,Standard,N,1838 days,Sunday
15815,482345,Noe,Butzke,Noe Butzke,Canada,Ontario,Trenton,44.101128,-77.576309,K8V 4B2,Female,Bachelor,Urban,64669.0,Married,Star,2016-10-03,,10594.13,Standard,N,1914 days,Monday
15816,232579,Tawny,Frisell,Tawny Frisell,Canada,Saskatchewan,Regina,50.44521,-104.6189,S1J 3C5,Female,College,Suburban,0.0,Divorced,Star,2021-06-01,,10595.81,Standard,N,212 days,Tuesday
15817,163723,Latonya,Langenheim,Latonya Langenheim,Canada,British Columbia,Vancouver,49.28273,-123.12074,V5R 1W3,Female,Bachelor,Suburban,20179.0,Married,Star,2017-12-13,2018-08-13,10598.54,Standard,Y,243 days,Wednesday
15818,378968,Ivory,Montuoro,Ivory Montuoro,Canada,New Brunswick,Moncton,46.087818,-64.778229,E1A 2A7,Female,Bachelor,Urban,25634.0,Married,Star,2018-12-30,,10622.52,Standard,N,1096 days,Sunday
15819,652300,Lawrence,Bachinski,Lawrence Bachinski,Canada,Quebec,Tremblant,46.118462,-74.596184,H5Y 2S9,Male,Bachelor,Urban,25634.0,Married,Star,2016-01-30,2016-08-28,10622.52,Standard,Y,211 days,Saturday
15820,668235,Krystin,Huzzard,Krystin Huzzard,Canada,British Columbia,Vancouver,49.28273,-123.12074,V6E 3D9,Female,High School or Below,Urban,27339.0,Divorced,Star,2021-04-14,,10626.81,2021 Promotion,N,260 days,Wednesday
15821,725795,Tiny,Terrezza,Tiny Terrezza,Canada,Ontario,Toronto,43.653225,-79.383186,P5S 6R4,Female,High School or Below,Urban,27339.0,Divorced,Star,2016-12-13,,10626.81,Standard,N,1843 days,Tuesday
15822,268281,Odis,Preast,Odis Preast,Canada,Alberta,Banff,51.178398,-115.5708,T4V 1D4,Female,Bachelor,Suburban,72540.0,Married,Star,2015-06-14,,10656.88,Standard,N,2391 days,Sunday
15823,335545,Moira,Thalheimer,Moira Thalheimer,Canada,Quebec,Montreal,45.50169,-73.567253,H2T 2J6,Male,Bachelor,Urban,72540.0,Married,Star,2019-12-20,,10656.88,Standard,N,741 days,Friday
15824,999272,Sanda,Beckert,Sanda Beckert,Canada,British Columbia,Victoria,48.428421,-123.36565,V10 6T5,Female,Bachelor,Urban,72540.0,Married,Star,2016-08-25,,10656.88,Standard,N,1953 days,Thursday
15825,800499,Erlinda,Newberger,Erlinda Newberger,Canada,New Brunswick,Fredericton,45.963589,-66.643112,E3B 2H2,Female,Bachelor,Suburban,55510.0,Divorced,Star,2021-02-04,,10676.59,2021 Promotion,N,329 days,Thursday
15826,336469,Adan,Torno,Adan Torno,Canada,British Columbia,Vancouver,49.28273,-123.12074,V5R 1W3,Female,Bachelor,Urban,52965.0,Married,Star,2020-03-14,,10682.76,Standard,N,656 days,Saturday
15827,785129,Yoko,Bruno,Yoko Bruno,Canada,Ontario,Toronto,43.653225,-79.383186,M2Z 4K1,Female,Bachelor,Suburban,75313.0,Married,Star,2021-06-07,2019-02-07,10700.5,Standard,Y,-851 days,Monday
15828,753038,Denita,Attanasio,Denita Attanasio,Canada,British Columbia,Whistler,50.116322,-122.95736,V6T 1Y8,Male,Bachelor,Suburban,55436.0,Divorced,Star,2020-02-24,,10706.67,Standard,N,675 days,Monday
15829,902421,Odis,Gehm,Odis Gehm,Canada,Manitoba,Winnipeg,49.895138,-97.138374,R2C 0M5,Male,Bachelor,Urban,34837.0,Single,Star,2019-10-11,2020-06-11,10720.42,Standard,Y,244 days,Friday
15830,871022,Daniele,Otis,Daniele Otis,Canada,Ontario,Toronto,43.653225,-79.383186,M8Y 4K8,Male,Bachelor,Rural,50607.0,Single,Star,2021-03-22,,10737.68,2021 Promotion,N,283 days,Monday
15831,558258,Alfredia,Guecho,Alfredia Guecho,Canada,Newfoundland,St. John's,47.561508,-52.712578,A1C 6H9,Female,Bachelor,Urban,39135.0,Divorced,Star,2020-11-17,,10745.98,Standard,N,408 days,Tuesday
15832,974738,Kaci,Haberle,Kaci Haberle,Canada,Quebec,Quebec City,46.813877,-71.207977,G1B 3L5,Male,Bachelor,Suburban,39135.0,Divorced,Star,2019-05-28,2020-01-28,10745.98,Standard,Y,245 days,Tuesday
15833,172233,Celia,Parillo,Celia Parillo,Canada,Ontario,Ottawa,45.421532,-75.697189,K1F 2R2,Male,Master,Rural,19382.0,Married,Star,2020-08-21,,10758.66,Standard,N,496 days,Friday
15834,231592,Kandra,Doolan,Kandra Doolan,Canada,Quebec,Montreal,45.50169,-73.567253,H2Y 4R4,Female,Bachelor,Urban,74835.0,Married,Star,2019-05-17,,10760.18,Standard,N,958 days,Friday
15835,577374,Frederick,Wingett,Frederick Wingett,Canada,Manitoba,Winnipeg,49.895138,-97.138374,R2C 0M5,Male,Bachelor,Suburban,74835.0,Married,Star,2018-01-01,2021-08-10,10760.18,Standard,Y,1317 days,Monday
15836,325134,Chanda,Ceconi,Chanda Ceconi,Canada,British Columbia,Vancouver,49.28273,-123.12074,V6E 3Z3,Female,Bachelor,Rural,53437.0,Married,Star,2016-03-21,,10777.57,Standard,N,2110 days,Monday
15837,403118,Rossie,Pleva,Rossie Pleva,Canada,Ontario,Trenton,44.101128,-77.576309,K8V 4B2,Female,Bachelor,Urban,53437.0,Married,Star,2018-06-25,,10777.57,Standard,N,1284 days,Monday
15838,921530,Cristin,Weidler,Cristin Weidler,Canada,Yukon,Whitehorse,60.721188,-135.05684,Y2K 6R0,Male,Bachelor,Rural,24195.0,Married,Star,2017-08-10,2020-12-31,10793.76,Standard,Y,1239 days,Thursday
15839,616137,Olimpia,Macaraeg,Olimpia Macaraeg,Canada,British Columbia,Vancouver,49.28273,-123.12074,V6E 3D9,Female,Bachelor,Rural,30761.0,Divorced,Star,2020-10-03,2021-06-03,10796.45,Standard,Y,243 days,Saturday
15840,988234,Milton,Dimitri,Milton Dimitri,Canada,Ontario,Toronto,43.653225,-79.383186,P1W 1K4,Female,Bachelor,Urban,30761.0,Divorced,Star,2016-08-16,2016-11-09,10796.45,Standard,Y,85 days,Tuesday
15841,916594,Lacresha,Quiring,Lacresha Quiring,Canada,Ontario,Kingston,44.231171,-76.485954,M9K 2P4,Female,High School or Below,Urban,11033.0,Married,Star,2016-09-23,,10828.37,Standard,N,1924 days,Friday
15842,486226,Osvaldo,Mendenhall,Osvaldo Mendenhall,Canada,Manitoba,Winnipeg,49.895138,-97.138374,R6Y 4T5,Male,Bachelor,Urban,27279.0,Married,Star,2015-07-08,,10845.74,Standard,N,2367 days,Wednesday
15843,805977,Magda,Luter,Magda Luter,Canada,Quebec,Montreal,45.50169,-73.567253,H3T 8L4,Male,Bachelor,Urban,27279.0,Married,Star,2019-07-30,,10845.74,Standard,N,884 days,Tuesday
15844,534571,Winter,Escarrega,Winter Escarrega,Canada,Ontario,Trenton,44.101128,-77.576309,K8V 4B2,Female,Bachelor,Suburban,37233.0,Divorced,Star,2021-07-28,2019-03-28,10856.18,Standard,Y,-853 days,Wednesday
15845,692856,Teodoro,Tucay,Teodoro Tucay,Canada,British Columbia,Whistler,50.116322,-122.95736,V6T 1Y8,Female,Bachelor,Suburban,65727.0,Married,Star,2021-02-20,,10861.52,2021 Promotion,N,313 days,Saturday
15846,646935,Sophia,Carwile,Sophia Carwile,Canada,Ontario,Kingston,44.231171,-76.485954,M9K 2P4,Male,Bachelor,Urban,64744.0,Divorced,Star,2017-06-24,,10861.71,Standard,N,1650 days,Saturday
15847,202248,Hilario,Crenshaw,Hilario Crenshaw,Canada,British Columbia,Dawson Creek,55.759628,-120.23766,U5I 4F1,Male,Bachelor,Urban,95579.0,Single,Star,2019-05-14,,10864.27,Standard,N,961 days,Tuesday
15848,853417,Esta,Haneline,Esta Haneline,Canada,Ontario,Toronto,43.653225,-79.383186,M2Z 4K1,Male,Bachelor,Rural,95579.0,Single,Star,2017-07-05,,10864.27,Standard,N,1639 days,Wednesday
15849,139600,Ceola,Bejil,Ceola Bejil,Canada,Ontario,Ottawa,45.421532,-75.697189,K1F 2R2,Female,College,Urban,0.0,Single,Star,2021-10-02,,10865.86,Standard,N,89 days,Saturday
15850,883702,Sumiko,Zarcone,Sumiko Zarcone,Canada,Quebec,Montreal,45.50169,-73.567253,H2Y 2W2,Female,Bachelor,Suburban,91123.0,Divorced,Star,2019-06-09,,10883.79,Standard,N,935 days,Sunday
15851,660098,Jona,Siegert,Jona Siegert,Canada,Quebec,Montreal,45.50169,-73.567253,H4G 3T4,Female,Bachelor,Suburban,68025.0,Divorced,Star,2021-10-07,,10892.91,Standard,N,84 days,Thursday
15852,839461,Elden,Sturgeon,Elden Sturgeon,Canada,New Brunswick,Fredericton,45.963589,-66.643112,E3B 2H2,Female,Bachelor,Urban,68025.0,Divorced,Star,2021-01-31,,10892.91,Standard,N,333 days,Sunday
15853,425294,Johnette,Bunt,Johnette Bunt,Canada,Quebec,Montreal,45.50169,-73.567253,H2Y 2W2,Female,Bachelor,Suburban,72257.0,Divorced,Star,2015-12-12,,10901.23,Standard,N,2210 days,Saturday
15854,503573,Edwin,Mantele,Edwin Mantele,Canada,Nova Scotia,Halifax,44.648766,-63.575237,B3C 2M8,Female,Bachelor,Urban,98542.0,Single,Star,2017-07-03,,10925.82,Standard,N,1641 days,Monday
15855,473093,Alton,Starrs,Alton Starrs,Canada,Quebec,Tremblant,46.118462,-74.596184,H5Y 2S9,Male,Bachelor,Suburban,29418.0,Married,Star,2015-08-30,,10926.69,Standard,N,2314 days,Sunday
15856,173798,Augustus,Toalson,Augustus Toalson,Canada,Ontario,Toronto,43.653225,-79.383186,M2M 7K8,Female,Bachelor,Rural,74965.0,Married,Star,2018-08-15,,10928.41,Standard,N,1233 days,Wednesday
15857,925850,Rosaria,Stimer,Rosaria Stimer,Canada,Alberta,Edmonton,53.544388,-113.49093,T9G 1W3,Female,Bachelor,Rural,74965.0,Married,Star,2021-04-13,,10928.41,2021 Promotion,N,261 days,Tuesday
15858,570318,Buster,Akamine,Buster Akamine,Canada,Quebec,Montreal,45.50169,-73.567253,H2Y 2W2,Female,Bachelor,Rural,47170.0,Married,Star,2019-12-06,,10934.74,Standard,N,755 days,Friday
15859,185573,Elizabet,Merrifield,Elizabet Merrifield,Canada,Quebec,Montreal,45.50169,-73.567253,H2T 2J6,Female,Bachelor,Rural,89892.0,Single,Star,2018-10-27,,10954.38,Standard,N,1160 days,Saturday
15860,744228,Trenton,Hamby,Trenton Hamby,Canada,Quebec,Quebec City,46.813877,-71.207977,G1B 3L5,Female,Bachelor,Suburban,29815.0,Single,Star,2021-10-25,,10960.94,Standard,N,66 days,Monday
15861,213545,Lee,Clinkscale,Lee Clinkscale,Canada,Ontario,Toronto,43.653225,-79.383186,P1J 8T7,Female,Bachelor,Rural,55687.0,Divorced,Star,2021-07-31,2019-03-31,10963.96,Standard,Y,-853 days,Saturday
15862,225205,Amelia,Bunce,Amelia Bunce,Canada,British Columbia,Vancouver,49.28273,-123.12074,V5R 1W3,Female,Bachelor,Rural,55687.0,Divorced,Star,2021-05-22,,10963.96,Standard,N,222 days,Saturday
15863,412793,Tenesha,Liverpool,Tenesha Liverpool,Canada,British Columbia,Vancouver,49.28273,-123.12074,V5R 1W3,Male,Bachelor,Rural,55687.0,Divorced,Star,2017-05-17,,10963.96,Standard,N,1688 days,Wednesday
15864,527235,Palmer,Berteau,Palmer Berteau,Canada,British Columbia,Vancouver,49.28273,-123.12074,V6E 3Z3,Female,Bachelor,Rural,55687.0,Divorced,Star,2015-08-19,,10963.96,Standard,N,2325 days,Wednesday
15865,486955,Robby,Boissoneault,Robby Boissoneault,Canada,Quebec,Montreal,45.50169,-73.567253,H2T 2J6,Female,Bachelor,Urban,24164.0,Divorced,Star,2019-01-08,,10972.07,Standard,N,1087 days,Tuesday
15866,626474,Zack,Holtman,Zack Holtman,Canada,British Columbia,Vancouver,49.28273,-123.12074,V6E 3Z3,Male,Bachelor,Urban,24164.0,Divorced,Star,2015-11-14,,10972.07,Standard,N,2238 days,Saturday
15867,870169,Jenifer,Grindeland,Jenifer Grindeland,Canada,Ontario,Toronto,43.653225,-79.383186,P1J 8T7,Male,Bachelor,Rural,24164.0,Divorced,Star,2021-04-06,,10972.07,2021 Promotion,N,268 days,Tuesday
15868,873297,Hoyt,Boren,Hoyt Boren,Canada,Quebec,Montreal,45.50169,-73.567253,H3T 8L4,Male,Bachelor,Urban,24164.0,Divorced,Star,2020-08-28,2021-04-28,10972.07,Standard,Y,243 days,Friday
15869,958869,Mark,Vasiloff,Mark Vasiloff,Canada,Manitoba,Winnipeg,49.895138,-97.138374,R6Y 4T5,Female,Bachelor,Urban,24164.0,Divorced,Star,2016-08-09,2019-07-01,10972.07,Standard,Y,1056 days,Tuesday
15870,323424,Laverne,Ogilive,Laverne Ogilive,Canada,Ontario,Trenton,44.101128,-77.576309,K8V 4B2,Female,Bachelor,Rural,92914.0,Married,Star,2018-09-21,,10978.78,Standard,N,1196 days,Friday
15871,686561,Beverly,Grosbier,Beverly Grosbier,Canada,Ontario,Sudbury,46.522099,-80.953033,M5V 1G5,Female,Bachelor,Rural,96721.0,Married,Star,2021-03-21,2021-11-21,10986.23,2021 Promotion,Y,245 days,Sunday
15872,238070,Alona,Karpf,Alona Karpf,Canada,Quebec,Hull,45.42873,-75.713364,J8Y 3Z5,Male,College,Suburban,0.0,Single,Star,2018-10-03,2019-02-23,10996.71,Standard,Y,143 days,Wednesday
15873,563094,Carylon,Rollend,Carylon Rollend,Canada,British Columbia,Vancouver,49.28273,-123.12074,V6E 3D9,Female,College,Rural,0.0,Single,Star,2021-04-15,,11003.54,2021 Promotion,N,259 days,Thursday
15874,248196,Flo,Sandstede,Flo Sandstede,Canada,Quebec,Montreal,45.50169,-73.567253,H2Y 4R4,Male,Bachelor,Rural,51643.0,Single,Star,2019-09-18,2020-05-18,11009.13,Standard,Y,243 days,Wednesday
15875,375297,Ciera,Sunday,Ciera Sunday,Canada,Nova Scotia,Halifax,44.648766,-63.575237,B3J 9S2,Female,Bachelor,Suburban,51643.0,Single,Star,2018-09-27,,11009.13,Standard,N,1190 days,Thursday
15876,598360,Beula,Schexnayder,Beula Schexnayder,Canada,Manitoba,Winnipeg,49.895138,-97.138374,R2C 0M5,Male,Bachelor,Urban,51643.0,Single,Star,2015-07-28,,11009.13,Standard,N,2347 days,Tuesday
15877,721688,Cyndy,Chatham,Cyndy Chatham,Canada,Ontario,London,42.984924,-81.245277,M5B 3E4,Male,Bachelor,Urban,51643.0,Single,Star,2018-04-28,,11009.13,Standard,N,1342 days,Saturday
15878,753219,Karie,Shirota,Karie Shirota,Canada,Ontario,Trenton,44.101128,-77.576309,K8V 4B2,Male,Bachelor,Rural,51643.0,Single,Star,2017-08-07,,11009.13,Standard,N,1606 days,Monday
15879,835779,Margert,Kanduth,Margert Kanduth,Canada,Ontario,Toronto,43.653225,-79.383186,M2Z 4K1,Male,Bachelor,Urban,51643.0,Single,Star,2017-10-26,,11009.13,Standard,N,1526 days,Thursday
15880,233969,Travis,Liberto,Travis Liberto,Canada,British Columbia,Vancouver,49.28273,-123.12074,V5R 1W3,Female,Bachelor,Suburban,67575.0,Married,Star,2020-04-08,,11014.16,Standard,N,631 days,Wednesday
15881,640238,Alfredia,Simkin,Alfredia Simkin,Canada,Ontario,Toronto,43.653225,-79.383186,P1J 8T7,Male,Bachelor,Suburban,67575.0,Married,Star,2016-12-02,,11014.16,Standard,N,1854 days,Friday
15882,256627,Debora,Trombley,Debora Trombley,Canada,Quebec,Hull,45.42873,-75.713364,J8Y 3Z5,Male,Bachelor,Urban,37056.0,Married,Star,2021-07-02,,11029.93,Standard,N,181 days,Friday
15883,716068,Tyesha,Viesca,Tyesha Viesca,Canada,British Columbia,Vancouver,49.28273,-123.12074,V6E 3D9,Male,Bachelor,Suburban,35773.0,Married,Star,2015-12-25,,11030.66,Standard,N,2197 days,Friday
15884,369084,Kerrie,Resnik,Kerrie Resnik,Canada,British Columbia,Dawson Creek,55.759628,-120.23766,U5I 4F1,Male,College,Urban,0.0,Married,Star,2021-04-14,,11039.32,2021 Promotion,N,260 days,Wednesday
15885,711853,Larhonda,Winterfeld,Larhonda Winterfeld,Canada,Ontario,Toronto,43.653225,-79.383186,M2P 4F6,Male,College,Rural,0.0,Married,Star,2021-03-24,,11039.32,2021 Promotion,N,281 days,Wednesday
15886,577860,Jackie,Killpack,Jackie Killpack,Canada,Ontario,Trenton,44.101128,-77.576309,K8V 4B2,Male,College,Urban,0.0,Single,Star,2015-11-08,,11042.29,Standard,N,2244 days,Sunday
15887,709279,Anisa,Ranke,Anisa Ranke,Canada,British Columbia,Victoria,48.428421,-123.36565,V10 6T5,Female,Bachelor,Suburban,44524.0,Married,Star,2015-12-12,,11044.11,Standard,N,2210 days,Saturday
15888,131717,Monet,Carithers,Monet Carithers,Canada,Quebec,Hull,45.42873,-75.713364,J8Y 3Z5,Male,Bachelor,Suburban,69792.0,Single,Star,2018-12-21,2019-08-21,11058.22,Standard,Y,243 days,Friday
15889,921298,Dorine,Cadenhead,Dorine Cadenhead,Canada,British Columbia,Vancouver,49.28273,-123.12074,V6E 3Z3,Male,Bachelor,Urban,69792.0,Single,Star,2019-09-03,,11058.22,Standard,N,849 days,Tuesday
15890,282140,Alessandra,Eckersley,Alessandra Eckersley,Canada,Saskatchewan,Regina,50.44521,-104.6189,S6J 3G0,Male,Bachelor,Rural,29484.0,Married,Star,2021-02-10,,11064.29,2021 Promotion,N,323 days,Wednesday
15892,963473,Solange,Staubs,Solange Staubs,Canada,Ontario,Toronto,43.653225,-79.383186,M8Y 4K8,Male,Bachelor,Urban,78011.0,Married,Star,2016-10-27,,11077.69,Standard,N,1890 days,Thursday
15893,210761,Muoi,Kellywood,Muoi Kellywood,Canada,Quebec,Montreal,45.50169,-73.567253,H4G 3T4,Female,Bachelor,Urban,25542.0,Married,Star,2020-11-29,,11084.61,Standard,N,396 days,Sunday
15894,649052,Larry,Raque,Larry Raque,Canada,British Columbia,West Vancouver,49.328625,-123.16019,V6V 8Z3,Male,Bachelor,Urban,69090.0,Married,Star,2018-06-28,,11085.88,Standard,N,1281 days,Thursday
15895,138894,Hye,Hahs,Hye Hahs,Canada,Manitoba,Winnipeg,49.895138,-97.138374,R2C 0M5,Male,Bachelor,Suburban,78255.0,Single,Star,2019-08-01,,11093.72,Standard,N,882 days,Thursday
15896,582364,Paula,Shiigi,Paula Shiigi,Canada,Ontario,Kingston,44.231171,-76.485954,M9K 2P4,Female,Bachelor,Urban,42928.0,Married,Star,2018-03-09,,11130.12,Standard,N,1392 days,Friday
15897,788292,Tim,Weichbrodt,Tim Weichbrodt,Canada,Ontario,Toronto,43.653225,-79.383186,M1R 4K3,Female,Doctor,Urban,27679.0,Single,Star,2016-09-06,,11140.3,Standard,N,1941 days,Tuesday
15898,737602,Raeann,Darakjian,Raeann Darakjian,Canada,Ontario,London,42.984924,-81.245277,M5B 3E4,Female,Bachelor,Suburban,31409.0,Married,Star,2021-08-07,,11154.68,Standard,N,145 days,Saturday
15899,563410,Ema,Petrovich,Ema Petrovich,Canada,Nova Scotia,Halifax,44.648766,-63.575237,B3C 2M8,Male,Doctor,Rural,14533.0,Single,Star,2019-03-24,,11172.5,Standard,N,1012 days,Sunday
15900,154175,Antionette,Charbonnet,Antionette Charbonnet,Canada,British Columbia,West Vancouver,49.328625,-123.16019,V6V 8Z3,Female,Bachelor,Rural,20742.0,Single,Star,2016-07-19,,11177.75,Standard,N,1990 days,Tuesday
15901,739021,Soon,Reither,Soon Reither,Canada,Ontario,Thunder Bay,48.380894,-89.247681,K8T 5M5,Female,College,Suburban,0.0,Married,Star,2020-06-12,,11232.98,Standard,N,566 days,Friday
15902,418938,Kendall,Daykin,Kendall Daykin,Canada,Ontario,Kingston,44.231171,-76.485954,M9K 2P4,Male,Bachelor,Rural,21636.0,Married,Star,2020-09-14,,11236.31,Standard,N,472 days,Monday
15903,204484,Lou,Frodsham,Lou Frodsham,Canada,Quebec,Quebec City,46.813877,-71.207977,G1B 3L5,Female,Bachelor,Rural,66146.0,Single,Star,2017-10-12,,11243.9,Standard,N,1540 days,Thursday
15904,701391,Adrianne,Gamet,Adrianne Gamet,Canada,New Brunswick,Fredericton,45.963589,-66.643112,E3B 2H2,Male,Bachelor,Rural,88858.0,Married,Star,2019-12-22,,11255.46,Standard,N,739 days,Sunday
15905,827309,Antonetta,Totzke,Antonetta Totzke,Canada,Quebec,Montreal,45.50169,-73.567253,H4G 3T4,Male,Bachelor,Rural,88858.0,Married,Star,2017-11-25,2021-06-23,11255.46,Standard,Y,1306 days,Saturday
15906,584377,Bethany,Eccleston,Bethany Eccleston,Canada,Ontario,Kingston,44.231171,-76.485954,M9K 2P4,Female,Bachelor,Suburban,88304.0,Single,Star,2015-09-29,,11260.9,Standard,N,2284 days,Tuesday
15907,542085,Henriette,Borsellino,Henriette Borsellino,Canada,Alberta,Calgary,51.048615,-114.07085,T3E 2V9,Male,Bachelor,Urban,34923.0,Single,Star,2015-08-21,,11264.36,Standard,N,2323 days,Friday
15908,729537,Royal,Pecora,Royal Pecora,Canada,Ontario,Toronto,43.653225,-79.383186,M2M 6J7,Female,Bachelor,Suburban,34923.0,Single,Star,2015-09-02,,11264.36,Standard,N,2311 days,Wednesday
15909,175360,Kasha,Ineson,Kasha Ineson,Canada,Ontario,Toronto,43.653225,-79.383186,P2T 6G3,Female,Bachelor,Rural,65448.0,Married,Star,2016-03-15,,11269.23,Standard,N,2116 days,Tuesday
15910,305380,Pamela,Norman,Pamela Norman,Canada,Quebec,Montreal,45.50169,-73.567253,H2T 2J6,Female,Bachelor,Suburban,86195.0,Married,Star,2016-08-18,,11281.52,Standard,N,1960 days,Thursday
15911,961213,Fae,Grissinger,Fae Grissinger,Canada,Ontario,Ottawa,45.421532,-75.697189,K1G 4Z0,Male,Bachelor,Suburban,96399.0,Married,Star,2021-07-18,2019-03-18,11288.17,Standard,Y,-853 days,Sunday
15912,868230,Devon,Bloomstrom,Devon Bloomstrom,Canada,Ontario,Kingston,44.231171,-76.485954,M9K 2P4,Female,Bachelor,Urban,22361.0,Married,Star,2019-06-21,,11302.6,Standard,N,923 days,Friday
15913,802305,Larry,Tyma,Larry Tyma,Canada,Newfoundland,St. John's,47.561508,-52.712578,A1C 6H9,Male,College,Urban,0.0,Single,Star,2016-12-01,,11308.47,Standard,N,1855 days,Thursday
15914,106048,Janeen,Mackessy,Janeen Mackessy,Canada,British Columbia,Victoria,48.428421,-123.36565,V10 6T5,Male,Doctor,Rural,11885.0,Divorced,Star,2021-11-15,,11315.2,Standard,N,45 days,Monday
15915,244039,Shanelle,Orlikowski,Shanelle Orlikowski,Canada,British Columbia,Vancouver,49.28273,-123.12074,V6E 3D9,Female,Doctor,Urban,11885.0,Divorced,Star,2020-03-04,,11315.2,Standard,N,666 days,Wednesday
15916,698159,Candi,Oppegard,Candi Oppegard,Canada,Quebec,Hull,45.42873,-75.713364,J8Y 3Z5,Female,Doctor,Suburban,11885.0,Divorced,Star,2021-08-09,,11315.2,Standard,N,143 days,Monday
15917,437158,Catina,Denny,Catina Denny,Canada,Ontario,Toronto,43.653225,-79.383186,M1R 4K3,Male,Bachelor,Rural,38923.0,Married,Star,2018-04-10,,11318.09,Standard,N,1360 days,Tuesday
15918,331301,Stacey,Fath,Stacey Fath,Canada,Ontario,Trenton,44.101128,-77.576309,K8V 4B2,Female,Bachelor,Suburban,41692.0,Single,Star,2018-01-15,,11320.83,2021 Promotion,N,1445 days,Monday
15919,321388,Raisa,Swartley,Raisa Swartley,Canada,Ontario,Toronto,43.653225,-79.383186,P1J 8T7,Female,College,Suburban,0.0,Married,Star,2016-05-31,,11360.46,Standard,N,2039 days,Tuesday
15920,124119,Crissy,Eddington,Crissy Eddington,Canada,Ontario,Toronto,43.653225,-79.383186,M2M 7K8,Male,College,Rural,0.0,Married,Star,2015-11-23,,11413.44,Standard,N,2229 days,Monday
15921,132592,Vincenzo,Dolloff,Vincenzo Dolloff,Canada,Ontario,Toronto,43.653225,-79.383186,M2M 7K8,Female,Bachelor,Suburban,93210.0,Married,Star,2019-02-10,,11430.59,Standard,N,1054 days,Sunday
15922,216072,Beckie,Actis,Beckie Actis,Canada,Alberta,Edmonton,53.544388,-113.49093,T9G 1W3,Female,Bachelor,Suburban,93210.0,Married,Star,2021-08-18,2019-04-18,11430.59,Standard,Y,-853 days,Wednesday
15923,580159,Janet,Cantor,Janet Cantor,Canada,Ontario,Toronto,43.653225,-79.383186,P2T 6G3,Male,Bachelor,Suburban,27362.0,Married,Star,2020-08-11,,11447.51,Standard,N,506 days,Tuesday
15924,756862,Grady,Gwozdz,Grady Gwozdz,Canada,Quebec,Montreal,45.50169,-73.567253,H2T 2J6,Male,Doctor,Urban,10384.0,Married,Star,2017-07-12,,11469.63,Standard,N,1632 days,Wednesday
15925,748635,Crista,Kertels,Crista Kertels,Canada,Ontario,Toronto,43.653225,-79.383186,P1J 8T7,Male,College,Suburban,0.0,Divorced,Star,2016-05-30,,11513.16,Standard,N,2040 days,Monday
15926,243444,Alfred,Wybenga,Alfred Wybenga,Canada,Ontario,Toronto,43.653225,-79.383186,M2M 7K8,Male,College,Urban,0.0,Single,Star,2017-08-22,,11537.51,Standard,N,1591 days,Tuesday
15927,831928,Roy,Robante,Roy Robante,Canada,Ontario,Toronto,43.653225,-79.383186,M2M 7K8,Female,Bachelor,Urban,64642.0,Married,Star,2020-10-29,2021-06-29,11565.69,Standard,Y,243 days,Thursday
15928,791466,Merrill,Ohland,Merrill Ohland,Canada,Quebec,Montreal,45.50169,-73.567253,H2T 9K8,Female,College,Urban,0.0,Single,Star,2019-10-23,,11578.13,Standard,N,799 days,Wednesday
15929,831696,Carlie,Flodin,Carlie Flodin,Canada,British Columbia,Whistler,50.116322,-122.95736,V6T 1Y8,Male,College,Rural,0.0,Single,Star,2018-06-12,,11578.13,Standard,N,1297 days,Tuesday
15931,594681,Charlette,Lyalls,Charlette Lyalls,Canada,Ontario,Toronto,43.653225,-79.383186,M2M 7K8,Female,Bachelor,Suburban,67616.0,Married,Star,2016-01-29,2020-05-23,11599.5,Standard,Y,1576 days,Friday
15932,148381,Deedra,Buergel,Deedra Buergel,Canada,Newfoundland,St. John's,47.561508,-52.712578,A1C 6H9,Female,Bachelor,Urban,27750.0,Married,Star,2015-10-26,,11618.56,Standard,N,2257 days,Monday
15933,372169,Daniel,Aguila,Daniel Aguila,Canada,British Columbia,Vancouver,49.28273,-123.12074,V5R 1W3,Male,Bachelor,Urban,78275.0,Married,Star,2016-03-21,2016-04-17,11619.92,Standard,Y,27 days,Monday
